1, 0, 0, 0, 0, 0, 0, 0.095500000000000015, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
0, 0, -0.26637250030255799, 0, 0, 0, 1, 0.0012432199365413066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, -0.13396957706090648, 1, 0, 0, 0, -0.16560541181411262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.14200000000000002, 0, -0.095500000000000015, 0.26637250030255799, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
0.042320000000000024, 0, 0, -0.19215678006345865, 0, 0.0012432199365413343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
0, 0, 0, 0, 0, -0.16560541181411262, -0.1946432199365413, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
0, 0, 0, 0.095500000000000015, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.0012432199365413343, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1, 0, -0.16560541181411262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0.26637250030255799, 0, 0, 0, 0.26637250030255799, 0, 0, 0, 0, 0, 0, 0, 1, 0
0, 0.025569999999999999, 0, 0, 0, 0, 0, -0.26637250030255799, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
0, 0, 0, 0, 0.19215678006345865, 0, 0, 0.14200000000000002, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 1, 0.26637250030255799, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
0, 0, 0.26637250030255799, 0, 0.26637250030255799, -0, 0, 0, -0.14200000000000002, 0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, -0.26637250030255799, 0, 0, 0.1946432199365413, 0, 0, 1, 0, 1, 0, 0, 0, 0
0, 0, 0.19215678006345865, 0, 0, -0.14200000000000002, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
0, 0, 0.26637250030255799, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
-0.042320000000000024, 0, 0, 0, 0, 0, 0.14200000000000002, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0
0, 0, 0, -0.26637250030255799, 0, 0, 0.1946432199365413, -0.26637250030255799, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
-0.025569999999999999, 0, 0, 0.14200000000000002, 0, 0, 0, -0.13396957706090648, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, -0.26637250030255799, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 1, -0.13396957706090648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, -0, 0, 0, -0.14200000000000002, 0, 0, 0.26637250030255799, -0.095500000000000015, 0, 1, 0, 1, 0, 0, 0, 0, 0
0, -0.26637250030255799, 0, -0.26637250030255799, -0.19215678006345865, 0, 0, 0, 0.0012432199365413066, 0, 0, 0, 0, 0, 0, 0, 1, 0
0, -0.14200000000000002, 0, -0.13396957706090648, 0, 0, 0, -0.1946432199365413, -0.16560541181411262, 0, 0, 0, 0, 1, 0, 0, 0, 0
